Offers_Id,Business_Id,Price,Description,DiscountPercentage,StartDate,EndDate
3912,875929,109,Special Combo,20,8/8/2023,5/4/2024
3913,7222671,110,Buy 1 Get 1,12,11/21/2023,4/15/2024
3914,7589211,111,Buy 1 Get 1,30,10/19/2023,6/14/2024
3915,5502675,23,Special Combo,36,9/15/2023,7/23/2024
3916,3683690,65,Discount on meals,23,3/1/2023,6/14/2024
3917,4569661,182,Discount on meals,15,3/24/2023,4/30/2024
3918,481819,192,Discount on meals,17,3/18/2023,2/28/2024
3919,12880309,120,Discount on meals,24,10/13/2023,12/5/2024
3920,425614,50,Happy Hour,12,5/28/2023,7/4/2024
3921,424695,129,Buy 1 Get 1,17,12/2/2023,10/14/2024
3922,2018744,35,Special Combo,26,11/3/2023,4/26/2024
3923,815369,185,Happy Hour,40,2/25/2023,3/30/2024
3924,9467662,56,Buy 1 Get 1,38,9/21/2023,7/19/2024
3925,17593024,61,Special Combo,49,11/7/2023,10/14/2024
3926,4514471,189,Discount on meals,35,2/5/2023,6/24/2024
3927,8311096,88,Discount on meals,45,12/29/2023,4/26/2024
3928,7991327,75,Discount on meals,38,11/20/2023,5/22/2024
3929,4893882,51,Discount on meals,22,10/29/2023,3/11/2024
3930,4461534,177,Discount on meals,17,9/13/2023,10/10/2024
3931,12012573,122,Discount on meals,28,2/2/2023,10/28/2024
3932,5064034,102,Discount on meals,42,3/20/2023,8/16/2024
3933,15835733,138,Discount on meals,9,4/29/2023,8/15/2024
3934,607771,138,Happy Hour,13,12/17/2023,12/3/2024
3935,10804783,48,Discount on meals,5,12/17/2023,11/11/2024
3936,14957188,180,Happy Hour,11,11/19/2023,2/10/2024
3937,3438498,106,Discount on meals,36,12/5/2023,3/23/2024
3938,12198468,149,Discount on meals,33,7/29/2023,12/24/2024
3939,1060891,96,Buy 1 Get 1,45,2/14/2023,10/21/2024
3940,3164688,133,Buy 1 Get 1,26,3/18/2023,6/5/2024
3941,16083287,96,Buy 1 Get 1,43,4/19/2023,12/8/2024
3942,4114349,78,Special Combo,9,1/7/2023,10/28/2024
3943,8076056,100,Discount on meals,20,9/17/2023,6/9/2024
3944,12347919,86,Happy Hour,39,1/2/2023,1/29/2024
3945,13504265,151,Buy 1 Get 1,14,6/13/2023,4/12/2024
3946,526146,160,Discount on meals,28,7/26/2023,10/25/2024
3947,14130542,26,Buy 1 Get 1,8,12/7/2023,1/27/2024
3948,479304,38,Happy Hour,24,8/5/2023,4/3/2024
3949,477548,135,Special Combo,34,10/1/2023,8/2/2024
3950,968454,63,Special Combo,35,7/18/2023,7/19/2024
3951,459130,156,Happy Hour,23,1/13/2023,10/19/2024
3952,10999967,87,Special Combo,40,2/2/2023,11/16/2024
3953,3716758,86,Discount on meals,45,6/29/2023,12/17/2024
3954,17832141,21,Special Combo,48,7/5/2023,4/17/2024
3955,425400,114,Buy 1 Get 1,22,4/28/2023,11/18/2024
3956,4323023,142,Special Combo,34,3/26/2023,8/10/2024
3957,10208009,127,Discount on meals,12,2/6/2023,8/16/2024
3958,423382,14,Discount on meals,14,10/22/2023,1/23/2024
3959,12193128,185,Happy Hour,22,6/7/2023,5/3/2024
3960,9883514,91,Discount on meals,19,1/2/2023,9/17/2024
3961,15214125,50,Special Combo,11,5/1/2023,4/28/2024
3962,6753030,38,Discount on meals,21,7/8/2023,1/22/2024
3963,4819518,144,Happy Hour,35,8/16/2023,1/4/2024
3964,534671,111,Special Combo,38,9/16/2023,1/30/2024
3965,3782243,125,Buy 1 Get 1,20,8/8/2023,5/12/2024
3966,7222378,121,Happy Hour,15,5/28/2023,6/6/2024
3967,478820,93,Buy 1 Get 1,46,4/26/2023,10/30/2024
3968,2569624,73,Discount on meals,45,2/16/2023,10/12/2024
3969,1799589,102,Happy Hour,12,12/12/2023,12/3/2024
3970,15166543,118,Happy Hour,15,8/16/2023,4/21/2024
3971,813610,181,Happy Hour,20,4/5/2023,4/25/2024
3972,4416763,131,Discount on meals,40,7/30/2023,4/16/2024
3973,15521310,118,Special Combo,26,3/16/2023,3/4/2024
3974,4280338,187,Happy Hour,37,5/22/2023,9/25/2024
3975,15355375,176,Buy 1 Get 1,18,8/12/2023,6/28/2024
3976,1846484,69,Special Combo,25,11/10/2023,2/15/2024
3977,2659776,16,Special Combo,15,12/31/2023,11/28/2024
3978,424426,39,Discount on meals,27,5/9/2023,9/24/2024
3979,13419562,35,Discount on meals,41,3/1/2023,5/5/2024
3980,7387632,132,Buy 1 Get 1,20,11/18/2023,1/8/2024
3981,7352992,131,Special Combo,48,10/21/2023,12/8/2024
3982,11872737,58,Buy 1 Get 1,46,1/1/2023,12/14/2024
3983,4279309,100,Special Combo,27,9/18/2023,10/16/2024
3984,10456267,140,Special Combo,34,6/19/2023,3/23/2024
3985,11768501,184,Discount on meals,44,6/2/2023,2/12/2024
3986,17832149,100,Discount on meals,20,10/30/2023,10/10/2024
3987,8142532,102,Special Combo,24,12/28/2023,5/15/2024
3988,6168018,15,Buy 1 Get 1,38,10/2/2023,12/26/2024
3989,479337,32,Happy Hour,45,2/21/2023,7/3/2024
3990,6017528,126,Buy 1 Get 1,17,7/13/2023,12/26/2024
3991,4959470,148,Discount on meals,16,11/14/2023,5/23/2024
3992,14796106,130,Buy 1 Get 1,26,8/22/2023,12/16/2024
3993,3736949,100,Special Combo,48,12/28/2023,12/13/2024
3994,1210310,133,Discount on meals,9,3/18/2023,9/3/2024
3995,7144504,67,Buy 1 Get 1,32,7/24/2023,3/24/2024
3996,8076056,53,Happy Hour,6,4/1/2023,5/29/2024
3997,502662,148,Special Combo,43,7/3/2023,6/6/2024
3998,2552980,77,Discount on meals,36,2/9/2023,6/24/2024
3999,4659212,102,Special Combo,12,9/26/2023,3/28/2024
4000,3654878,44,Happy Hour,43,2/7/2023,5/4/2024
4001,1459433,153,Discount on meals,6,5/5/2023,6/29/2024
4002,12407107,155,Buy 1 Get 1,48,1/23/2023,6/2/2024
4003,423279,64,Happy Hour,44,7/22/2023,10/10/2024
4004,5036142,59,Happy Hour,45,4/26/2023,2/26/2024
4005,5975824,194,Discount on meals,44,6/30/2023,9/11/2024
4006,655719,42,Discount on meals,29,8/9/2023,6/4/2024
4007,4661329,139,Special Combo,44,8/26/2023,10/30/2024
4008,2226774,14,Happy Hour,48,11/2/2023,5/11/2024
4009,14107035,163,Buy 1 Get 1,22,7/15/2023,4/27/2024
4010,7714240,94,Happy Hour,29,1/16/2023,2/9/2024
4011,12321742,180,Buy 1 Get 1,5,1/28/2023,7/12/2024
4012,12284443,129,Discount on meals,15,2/6/2023,4/19/2024
4013,9585528,168,Discount on meals,21,5/4/2023,12/24/2024
4014,17838523,141,Buy 1 Get 1,17,5/12/2023,7/29/2024
4015,10251825,120,Discount on meals,44,10/25/2023,5/6/2024
4016,4626533,190,Buy 1 Get 1,29,9/13/2023,1/2/2024
4017,457842,12,Happy Hour,8,6/15/2023,11/10/2024
4018,1998321,115,Happy Hour,26,10/20/2023,11/18/2024
4019,424147,191,Buy 1 Get 1,46,1/28/2023,2/7/2024
4020,7992789,167,Special Combo,28,9/11/2023,2/26/2024
4021,2614225,110,Happy Hour,46,12/16/2023,10/30/2024
4022,633824,22,Happy Hour,36,5/29/2023,9/27/2024
4023,7233868,36,Special Combo,29,6/4/2023,9/13/2024
4024,3695771,29,Discount on meals,46,8/21/2023,9/14/2024
4025,425770,23,Buy 1 Get 1,29,2/11/2023,12/8/2024
4026,533063,138,Buy 1 Get 1,11,4/1/2023,2/3/2024
4027,7219113,83,Happy Hour,22,4/20/2023,8/18/2024
4028,9796968,34,Buy 1 Get 1,12,9/26/2023,9/30/2024
4029,12831390,92,Discount on meals,41,4/30/2023,8/16/2024
4030,424493,28,Buy 1 Get 1,7,10/10/2023,5/2/2024
4031,3472657,93,Buy 1 Get 1,42,12/8/2023,11/12/2024
4032,2424218,107,Happy Hour,16,2/6/2023,2/12/2024
4033,811567,108,Discount on meals,17,9/21/2023,8/12/2024
4034,7747599,56,Happy Hour,35,8/28/2023,6/16/2024
4035,12434551,34,Special Combo,17,9/26/2023,11/22/2024
4036,1394311,172,Special Combo,49,1/13/2023,4/14/2024
4037,3846327,148,Special Combo,15,11/16/2023,7/24/2024
4038,5091218,131,Happy Hour,38,9/2/2023,3/31/2024
4039,479313,145,Special Combo,23,10/4/2023,6/8/2024
4040,1064994,113,Happy Hour,27,7/22/2023,12/4/2024
4041,4415233,46,Buy 1 Get 1,7,4/19/2023,8/1/2024
4042,15273721,61,Buy 1 Get 1,9,9/18/2023,6/28/2024
4043,4324747,62,Buy 1 Get 1,49,3/30/2023,6/6/2024
4044,4131879,77,Special Combo,45,11/15/2023,4/27/2024
4045,3579021,85,Special Combo,36,8/5/2023,12/26/2024
4046,457826,159,Discount on meals,36,1/2/2023,12/9/2024
4047,12849620,172,Discount on meals,41,5/8/2023,5/16/2024
4048,12112526,137,Happy Hour,40,10/19/2023,10/17/2024
4049,1092949,154,Discount on meals,17,10/4/2023,6/3/2024
4050,425353,30,Discount on meals,26,8/26/2023,6/29/2024
4051,2437425,194,Buy 1 Get 1,38,6/5/2023,9/20/2024
4052,2327635,38,Happy Hour,27,2/6/2023,4/9/2024
4053,15162806,27,Buy 1 Get 1,34,1/18/2023,6/1/2024
4054,5095188,28,Discount on meals,40,2/28/2023,10/7/2024
4055,12860202,71,Buy 1 Get 1,41,2/17/2023,1/5/2024
4056,3368929,52,Buy 1 Get 1,28,7/11/2023,8/7/2024
4057,9846516,127,Buy 1 Get 1,31,6/27/2023,5/19/2024
4058,1368218,14,Happy Hour,40,11/9/2023,9/1/2024
4059,2519166,198,Special Combo,34,10/21/2023,3/17/2024
4060,6563826,150,Happy Hour,18,12/1/2023,4/8/2024
4061,4456356,190,Buy 1 Get 1,15,1/2/2023,7/23/2024
4062,10431147,178,Buy 1 Get 1,28,8/20/2023,2/9/2024
4063,4519452,76,Buy 1 Get 1,5,1/27/2023,7/26/2024
4064,15835733,77,Special Combo,15,7/19/2023,6/5/2024
4065,12450947,175,Special Combo,25,10/1/2023,11/9/2024
4066,831727,71,Happy Hour,28,1/1/2023,12/22/2024
4067,476860,186,Discount on meals,39,6/25/2023,4/10/2024
4068,424660,40,Buy 1 Get 1,13,12/5/2023,8/3/2024
4069,9598466,12,Discount on meals,13,10/11/2023,9/13/2024
4070,17796486,135,Happy Hour,24,2/18/2023,8/24/2024
4071,478257,78,Buy 1 Get 1,45,11/23/2023,5/1/2024
4072,13334929,54,Buy 1 Get 1,28,3/16/2023,6/20/2024
4073,3651002,139,Special Combo,40,8/11/2023,12/10/2024
4074,2441382,51,Happy Hour,7,6/4/2023,8/3/2024
4075,2444911,105,Buy 1 Get 1,31,12/31/2023,10/5/2024
4076,7222378,15,Special Combo,29,7/27/2023,12/30/2024
4077,2323815,151,Discount on meals,5,5/14/2023,11/18/2024
4078,1911376,121,Buy 1 Get 1,43,10/13/2023,4/16/2024
4079,8755575,131,Buy 1 Get 1,46,10/13/2023,2/24/2024
4080,8582341,34,Discount on meals,23,7/20/2023,4/16/2024
4081,12724361,96,Buy 1 Get 1,13,11/20/2023,6/14/2024
4082,2661125,48,Buy 1 Get 1,21,2/15/2023,2/3/2024
4083,4114071,96,Happy Hour,18,4/23/2023,4/21/2024
4084,15553757,54,Special Combo,7,8/23/2023,3/18/2024
4085,3175593,21,Buy 1 Get 1,13,1/24/2023,5/27/2024
4086,13841487,80,Buy 1 Get 1,6,12/31/2023,3/19/2024
4087,13818460,39,Special Combo,23,12/1/2023,6/9/2024
4088,3598931,40,Happy Hour,26,6/21/2023,1/10/2024
4089,4728394,109,Happy Hour,35,11/29/2023,12/24/2024
4090,11793460,182,Special Combo,17,1/18/2023,6/14/2024
4091,781449,132,Buy 1 Get 1,23,12/3/2023,10/14/2024
4092,3974083,97,Buy 1 Get 1,42,10/16/2023,1/2/2024
4093,1971822,64,Special Combo,37,3/26/2023,4/3/2024
4094,10270677,80,Buy 1 Get 1,41,11/20/2023,10/27/2024
4095,457765,145,Special Combo,24,8/17/2023,9/19/2024
4096,11641764,141,Discount on meals,43,6/8/2023,6/22/2024
4097,13167982,56,Happy Hour,20,12/27/2023,9/28/2024
4098,17827102,135,Buy 1 Get 1,11,3/11/2023,6/27/2024
4099,15194485,110,Special Combo,48,7/9/2023,8/20/2024
4100,5094046,110,Special Combo,16,12/26/2023,4/10/2024
4101,12875686,12,Discount on meals,39,11/25/2023,1/24/2024
4102,4875884,190,Happy Hour,39,4/23/2023,1/7/2024
4103,4719394,30,Discount on meals,12,6/16/2023,11/29/2024
4104,457945,33,Special Combo,34,10/29/2023,2/6/2024
4105,423266,40,Buy 1 Get 1,22,9/13/2023,11/30/2024
4106,423894,43,Buy 1 Get 1,49,9/1/2023,5/16/2024
4107,1102968,187,Buy 1 Get 1,15,12/15/2023,9/28/2024
4108,502550,55,Discount on meals,37,10/19/2023,9/10/2024
4109,423715,181,Discount on meals,11,10/10/2023,2/9/2024
4110,4460327,186,Discount on meals,39,2/1/2023,7/8/2024
4111,4764410,191,Discount on meals,41,2/16/2023,5/3/2024
4112,10202941,78,Happy Hour,27,12/5/2023,7/23/2024
4113,15254991,163,Buy 1 Get 1,9,10/25/2023,1/15/2024
4114,5086843,31,Buy 1 Get 1,47,4/7/2023,10/17/2024
4115,457952,141,Discount on meals,5,3/9/2023,2/1/2024
4116,17701015,152,Happy Hour,42,6/28/2023,12/14/2024
4117,4578404,18,Special Combo,36,10/17/2023,12/13/2024
4118,15162545,28,Special Combo,17,10/2/2023,10/10/2024
4119,9789638,180,Buy 1 Get 1,38,8/8/2023,2/9/2024
4120,1893878,128,Happy Hour,42,5/28/2023,2/25/2024
4121,13206011,113,Discount on meals,33,9/7/2023,12/6/2024
4122,5451843,178,Happy Hour,36,8/23/2023,5/1/2024
4123,426188,40,Discount on meals,45,1/23/2023,5/28/2024
4124,8498522,38,Happy Hour,45,12/25/2023,11/21/2024
4125,14888357,155,Buy 1 Get 1,41,4/9/2023,9/7/2024
4126,1944097,32,Buy 1 Get 1,20,5/7/2023,9/26/2024
4127,8001787,128,Special Combo,21,5/1/2023,3/9/2024
4128,16679552,48,Discount on meals,35,3/9/2023,11/23/2024
4129,10293201,196,Special Combo,26,2/23/2023,1/13/2024
4130,425365,91,Buy 1 Get 1,45,2/4/2023,7/20/2024
4131,15025354,112,Special Combo,46,11/25/2023,2/24/2024
4132,4716448,28,Buy 1 Get 1,18,3/21/2023,8/13/2024
4133,12437796,12,Happy Hour,49,2/2/2023,10/8/2024
4134,2165157,108,Special Combo,28,6/4/2023,3/24/2024
4135,8602880,85,Special Combo,11,7/28/2023,12/15/2024
4136,6405785,126,Discount on meals,21,8/17/2023,2/12/2024
4137,13234969,133,Discount on meals,15,6/13/2023,4/22/2024
4138,11745426,156,Buy 1 Get 1,23,10/2/2023,5/23/2024
4139,2703101,61,Buy 1 Get 1,11,8/2/2023,7/23/2024
4140,2149117,100,Special Combo,12,1/3/2023,9/5/2024
4141,12177714,56,Discount on meals,5,1/1/2023,3/4/2024
4142,15556746,134,Buy 1 Get 1,8,6/6/2023,11/18/2024
4143,7312497,88,Buy 1 Get 1,41,8/12/2023,7/31/2024
4144,17735251,96,Special Combo,28,11/1/2023,9/15/2024
4145,424097,97,Special Combo,34,3/25/2023,4/27/2024
4146,425582,187,Happy Hour,49,1/13/2023,5/28/2024
4147,10062919,22,Special Combo,21,11/5/2023,9/2/2024
4148,17779317,75,Discount on meals,23,4/18/2023,3/4/2024
4149,7371136,107,Buy 1 Get 1,40,1/13/2023,3/2/2024
4150,3804076,103,Buy 1 Get 1,5,8/14/2023,1/26/2024
4151,1006793,25,Happy Hour,31,4/16/2023,8/8/2024
4152,3569505,197,Discount on meals,31,5/15/2023,7/14/2024
4153,8660530,30,Special Combo,18,7/31/2023,2/29/2024
4154,13119222,153,Buy 1 Get 1,49,6/21/2023,1/23/2024
4155,3795262,113,Discount on meals,12,11/21/2023,7/4/2024
4156,4819173,153,Special Combo,35,11/26/2023,4/20/2024
4157,7229821,15,Special Combo,24,8/25/2023,2/16/2024
4158,457159,155,Happy Hour,26,4/14/2023,10/21/2024
4159,4960725,28,Special Combo,14,5/4/2023,5/29/2024
4160,4684845,155,Special Combo,43,2/18/2023,10/17/2024
4161,15174224,14,Happy Hour,46,12/14/2023,9/16/2024
4162,4572141,10,Special Combo,8,8/1/2023,10/29/2024
4163,4322365,82,Discount on meals,22,6/7/2023,8/14/2024
4164,7213464,117,Buy 1 Get 1,48,10/12/2023,7/16/2024
4165,16805706,56,Special Combo,37,5/20/2023,9/27/2024
4166,4441199,95,Discount on meals,48,9/6/2023,2/6/2024
4167,6753030,150,Happy Hour,33,8/6/2023,7/8/2024
4168,4327896,45,Buy 1 Get 1,9,5/25/2023,7/23/2024
4169,4251223,197,Discount on meals,12,11/28/2023,5/24/2024
4170,4816663,21,Happy Hour,10,6/14/2023,1/29/2024
4171,3248502,123,Buy 1 Get 1,46,1/17/2023,4/2/2024
4172,941343,138,Special Combo,27,3/18/2023,6/27/2024
4173,4368663,160,Discount on meals,17,5/16/2023,2/28/2024
4174,495365,69,Discount on meals,30,1/23/2023,6/2/2024
4175,459148,188,Happy Hour,43,9/6/2023,4/21/2024
4176,4764638,122,Discount on meals,37,11/2/2023,12/30/2024
4177,7736371,72,Buy 1 Get 1,16,11/20/2023,3/4/2024
4178,5081516,196,Happy Hour,8,4/5/2023,9/10/2024
4179,4099902,97,Discount on meals,45,3/15/2023,7/18/2024
4180,3914252,62,Special Combo,43,9/29/2023,2/14/2024
4181,11769469,198,Buy 1 Get 1,6,7/10/2023,9/21/2024
4182,423648,52,Buy 1 Get 1,6,2/10/2023,9/28/2024
4183,15000487,53,Happy Hour,29,5/5/2023,4/28/2024
4184,542628,131,Buy 1 Get 1,42,1/5/2023,8/11/2024
4185,590535,88,Discount on meals,8,5/6/2023,12/16/2024
4186,12849620,58,Special Combo,23,12/6/2023,4/25/2024
4187,7035389,66,Happy Hour,26,6/10/2023,3/4/2024
4188,2708502,155,Buy 1 Get 1,21,8/19/2023,12/4/2024
4189,5825911,93,Happy Hour,45,3/11/2023,12/29/2024
4190,3924373,12,Discount on meals,29,3/5/2023,2/6/2024
4191,423881,143,Buy 1 Get 1,6,2/8/2023,12/14/2024
4192,4818522,35,Special Combo,39,3/9/2023,3/2/2024
4193,6939639,88,Buy 1 Get 1,21,8/6/2023,3/3/2024
4194,3645684,176,Special Combo,41,5/31/2023,7/20/2024
4195,13201206,196,Happy Hour,39,10/18/2023,6/21/2024
4196,4822917,183,Special Combo,29,8/1/2023,6/26/2024
4197,12457005,36,Discount on meals,35,12/25/2023,12/2/2024
4198,6753030,119,Happy Hour,40,7/31/2023,9/19/2024
4199,12863318,124,Special Combo,35,4/20/2023,5/13/2024
4200,1435992,175,Buy 1 Get 1,11,11/23/2023,8/11/2024
4201,946874,180,Special Combo,19,1/2/2023,5/20/2024
4202,4730750,158,Discount on meals,15,11/1/2023,1/11/2024
4203,1444703,52,Discount on meals,5,11/24/2023,9/1/2024
4204,13320337,159,Discount on meals,8,3/17/2023,2/4/2024
4205,457896,141,Happy Hour,30,4/3/2023,3/19/2024
4206,3734891,85,Buy 1 Get 1,24,4/19/2023,11/19/2024
4207,2316637,196,Buy 1 Get 1,16,3/5/2023,3/2/2024
4208,4417601,196,Discount on meals,12,1/16/2023,10/8/2024
4209,7284913,29,Special Combo,35,7/27/2023,2/25/2024
4210,3738625,73,Happy Hour,35,12/2/2023,7/22/2024
4211,539127,150,Discount on meals,16,1/18/2023,11/22/2024
4212,4334667,171,Discount on meals,38,5/17/2023,4/18/2024
4213,3785780,99,Buy 1 Get 1,49,8/1/2023,11/16/2024
4214,4737150,185,Happy Hour,9,8/3/2023,1/13/2024
4215,17561996,15,Discount on meals,38,6/18/2023,3/2/2024
4216,13367798,141,Discount on meals,43,1/1/2023,8/26/2024
4217,1740656,52,Discount on meals,17,5/28/2023,7/28/2024
4218,4564349,27,Discount on meals,32,7/15/2023,2/11/2024
4219,12705932,46,Happy Hour,16,4/25/2023,7/29/2024
4220,5921952,91,Special Combo,33,9/6/2023,10/13/2024
4221,424539,92,Buy 1 Get 1,41,8/29/2023,10/28/2024
4222,4415943,174,Buy 1 Get 1,21,8/25/2023,5/18/2024
4223,12117816,43,Buy 1 Get 1,43,6/20/2023,11/18/2024
4224,4463423,63,Happy Hour,20,6/29/2023,11/10/2024
4225,3330157,45,Buy 1 Get 1,39,1/13/2023,3/24/2024
4226,15256313,92,Buy 1 Get 1,25,6/18/2023,5/11/2024
4227,14077337,182,Discount on meals,18,4/7/2023,3/20/2024
4228,4154829,84,Buy 1 Get 1,44,12/14/2023,4/13/2024
4229,6998045,30,Special Combo,13,5/7/2023,7/16/2024
4230,6575222,34,Special Combo,12,9/3/2023,10/17/2024
4231,5021112,149,Special Combo,42,11/25/2023,2/15/2024
4232,8549469,192,Special Combo,34,4/27/2023,6/22/2024
4233,6717396,189,Discount on meals,15,8/16/2023,10/6/2024
4234,12287965,122,Buy 1 Get 1,49,9/1/2023,1/16/2024
4235,11737457,101,Special Combo,29,2/26/2023,10/24/2024
4236,4816413,45,Discount on meals,10,9/1/2023,8/23/2024
4237,2180050,44,Happy Hour,47,8/7/2023,6/22/2024
4238,480860,137,Buy 1 Get 1,29,2/7/2023,5/9/2024
4239,2326143,25,Buy 1 Get 1,24,6/20/2023,6/11/2024
4240,8818347,118,Buy 1 Get 1,42,5/25/2023,8/10/2024
4241,4998619,196,Happy Hour,45,6/26/2023,3/8/2024
4242,12856268,10,Buy 1 Get 1,9,1/11/2023,11/30/2024
4243,3443878,92,Discount on meals,27,3/10/2023,7/18/2024
4244,10299914,56,Buy 1 Get 1,6,4/3/2023,9/26/2024
4245,426044,41,Buy 1 Get 1,45,8/19/2023,8/6/2024
4246,1902953,91,Buy 1 Get 1,9,12/21/2023,9/28/2024
4247,4373510,143,Happy Hour,46,7/15/2023,9/12/2024
4248,4920951,92,Discount on meals,35,12/29/2023,2/15/2024
4249,4764729,140,Buy 1 Get 1,10,10/13/2023,10/22/2024
4250,2392185,37,Happy Hour,23,8/5/2023,4/25/2024
4251,5586441,52,Special Combo,44,12/3/2023,12/1/2024
4252,2086564,129,Discount on meals,5,6/25/2023,10/13/2024
4253,8610120,99,Discount on meals,28,4/6/2023,5/18/2024
4254,4478001,138,Discount on meals,20,6/12/2023,2/26/2024
4255,12049409,33,Buy 1 Get 1,18,3/4/2023,8/13/2024
4256,3974083,174,Discount on meals,27,8/22/2023,10/28/2024
4257,3976148,193,Discount on meals,40,7/18/2023,3/27/2024
4258,13349903,10,Discount on meals,10,10/29/2023,8/11/2024
4259,1911257,196,Buy 1 Get 1,36,10/11/2023,8/6/2024
4260,12807438,94,Special Combo,37,2/5/2023,11/26/2024
4261,4930562,29,Discount on meals,13,8/5/2023,4/24/2024
4262,1231139,134,Special Combo,16,2/17/2023,5/5/2024
4263,12350356,78,Buy 1 Get 1,41,3/17/2023,2/7/2024
4264,4731322,69,Buy 1 Get 1,48,6/11/2023,12/22/2024
4265,15512809,82,Buy 1 Get 1,43,5/6/2023,12/11/2024
4266,1837203,75,Happy Hour,42,4/17/2023,3/9/2024
4267,6774521,45,Buy 1 Get 1,43,3/5/2023,9/24/2024
4268,12951098,33,Happy Hour,46,2/13/2023,3/17/2024
4269,423838,96,Discount on meals,40,8/10/2023,9/24/2024
4270,3537344,165,Happy Hour,16,11/19/2023,11/17/2024
4271,15162552,136,Discount on meals,47,10/10/2023,8/12/2024
4272,3802718,112,Happy Hour,41,1/27/2023,3/25/2024
4273,479237,53,Special Combo,46,3/22/2023,8/5/2024
4274,10086606,176,Special Combo,17,5/22/2023,9/8/2024
4275,4022940,38,Buy 1 Get 1,47,2/21/2023,1/5/2024
4276,14789676,162,Special Combo,13,6/3/2023,1/9/2024
4277,12253819,83,Special Combo,31,11/29/2023,7/21/2024
4278,5457017,144,Buy 1 Get 1,25,5/11/2023,9/17/2024
4279,2256686,69,Buy 1 Get 1,38,2/27/2023,10/17/2024
4280,4444680,12,Buy 1 Get 1,41,6/28/2023,3/31/2024
4281,4415244,160,Buy 1 Get 1,36,2/3/2023,3/3/2024
4282,3484200,82,Discount on meals,27,12/30/2023,4/6/2024
4283,12849871,26,Special Combo,42,8/12/2023,10/11/2024
4284,6574920,57,Happy Hour,7,6/1/2023,4/4/2024
4285,835577,54,Happy Hour,5,8/26/2023,4/1/2024
4286,15115847,69,Happy Hour,41,10/30/2023,8/16/2024
4287,11678193,128,Buy 1 Get 1,26,1/14/2023,8/8/2024
4288,2373950,89,Happy Hour,17,9/15/2023,7/21/2024
4289,10332631,84,Buy 1 Get 1,12,5/23/2023,7/1/2024
4290,814141,62,Buy 1 Get 1,42,1/4/2023,10/2/2024
4291,10145300,99,Special Combo,25,6/19/2023,1/19/2024
4292,4821551,198,Discount on meals,38,3/8/2023,10/27/2024
4293,4606644,166,Special Combo,34,12/28/2023,8/8/2024
4294,7034000,185,Discount on meals,11,10/16/2023,12/4/2024
4295,5481634,161,Special Combo,11,2/26/2023,9/30/2024
4296,15165115,64,Discount on meals,11,12/29/2023,4/28/2024
4297,5106030,183,Special Combo,11,10/20/2023,2/4/2024
4298,4815160,25,Discount on meals,48,10/23/2023,2/14/2024
4299,2427832,119,Buy 1 Get 1,24,12/7/2023,1/31/2024
4300,9749792,146,Discount on meals,41,12/21/2023,11/25/2024
4301,5020098,48,Happy Hour,32,3/14/2023,10/29/2024
4302,8607217,160,Buy 1 Get 1,20,4/3/2023,2/14/2024
4303,1063572,99,Special Combo,19,12/4/2023,5/27/2024
4304,10926156,117,Buy 1 Get 1,8,8/9/2023,6/12/2024
4305,3736930,197,Buy 1 Get 1,37,11/28/2023,10/13/2024
4306,4593681,97,Discount on meals,17,8/20/2023,12/30/2024
4307,8790943,104,Happy Hour,23,1/6/2023,5/14/2024
4308,866545,172,Special Combo,31,10/17/2023,5/6/2024
4309,4310085,52,Discount on meals,35,8/22/2023,7/11/2024
4310,2137031,99,Buy 1 Get 1,21,4/5/2023,6/14/2024
4311,7624327,160,Happy Hour,16,5/23/2023,11/12/2024
4312,13392950,18,Discount on meals,37,2/2/2023,9/25/2024
4313,6017530,147,Special Combo,25,9/1/2023,7/6/2024
4314,14204428,21,Happy Hour,27,1/11/2023,8/16/2024
4315,4329086,168,Special Combo,26,10/17/2023,9/4/2024
4316,4251781,182,Special Combo,37,1/14/2023,6/14/2024
4317,2618571,65,Special Combo,47,6/13/2023,2/11/2024
4318,12192135,24,Buy 1 Get 1,22,11/18/2023,2/23/2024
4319,5498097,35,Buy 1 Get 1,44,11/12/2023,4/23/2024
4320,7235962,116,Happy Hour,36,10/16/2023,11/20/2024
4321,5571993,24,Happy Hour,36,3/3/2023,4/29/2024
4322,13846745,78,Discount on meals,5,11/28/2023,2/8/2024
4323,8598832,191,Discount on meals,7,1/17/2023,9/3/2024
4324,496004,150,Happy Hour,5,11/8/2023,9/13/2024
4325,6838593,45,Special Combo,26,1/28/2023,11/10/2024
4326,1049685,146,Happy Hour,33,4/27/2023,7/20/2024
4327,10378803,89,Buy 1 Get 1,36,10/22/2023,4/1/2024
4328,13203586,100,Buy 1 Get 1,8,7/15/2023,11/1/2024
4329,4731986,58,Special Combo,33,1/17/2023,11/26/2024
4330,5504717,88,Special Combo,33,10/19/2023,1/19/2024
4331,4757139,78,Happy Hour,48,8/21/2023,8/17/2024
4332,424739,108,Discount on meals,9,8/6/2023,9/28/2024
4333,7345837,25,Special Combo,11,10/28/2023,7/23/2024
4334,3366738,177,Buy 1 Get 1,41,4/14/2023,6/20/2024
4335,1201442,134,Buy 1 Get 1,40,12/7/2023,7/6/2024
4336,4877512,126,Special Combo,41,5/1/2023,8/3/2024
